Request ID,Test suite name,Test case name,Endpoint,Method,Status Code,Start time,Duration till headers received[ms],Duration till body received[ms],Request Body Length,Response Body Length,Test Result
149,API calls with unexpected arguments,Try to Get Account with an unexpected argument,/g/account,GET,400,2023-03-15 16:16:31,0,66,0,38,PASS
150,API calls with unexpected arguments,Try to Get a non-existing Account with an unexpected argument,/g/account,GET,400,2023-03-15 16:16:31,61,65,0,32,PASS
151,API calls with unexpected arguments,Try to Update Account with an unexpected argument,/g/account/list,GET,200,2023-03-15 16:16:31,122,130,0,1853,PASS
152,API calls with unexpected arguments,Try to Update Account with an unexpected argument,/g/account,POST,400,2023-03-15 16:16:31,60,65,46,33,PASS
153,API calls with unexpected arguments,Try to Update a non-existing Account with an unexpected argument,/g/account,POST,400,2023-03-15 16:16:31,53,56,43,23,PASS
154,API calls with unexpected arguments,Try to Delete Account with an unexpected argument,/g/account/list,GET,200,2023-03-15 16:16:31,96,106,0,1853,PASS
155,API calls with unexpected arguments,Try to Delete Account with an unexpected argument,/g/account,DELETE,400,2023-03-15 16:16:31,48,55,0,28,PASS
156,API calls with unexpected arguments,Try to Delete a non-existing Account with an unexpected argument,/g/account,DELETE,400,2023-03-15 16:16:32,43,46,0,28,PASS
158,API calls with invalid account id,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:16:32,51,54,82,586,PASS
159,API calls with invalid account id,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:16:32,653,658,697,2071,PASS
160,API calls with invalid account id,Try to Get Account with an invalid account ID,/g/account,GET,404,2023-03-15 16:16:33,48,51,0,9,PASS
161,API calls with invalid account id,Try to Update Account with an invalid account ID,/g/account,POST,404,2023-03-15 16:16:33,73,76,18,9,PASS
162,API calls with invalid account id,Try to Delete Account with an invalid account ID,/g/account,DELETE,404,2023-03-15 16:16:33,78,86,0,9,PASS
164,Put Client Audit,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:16:33,56,60,83,587,PASS
165,Put Client Audit,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:16:33,187,191,697,1609,PASS
166,Put Client Audit,PUT ClientAudit - with valid layout id parameter,/g/layout/list,GET,200,2023-03-15 16:16:33,50,53,0,161,PASS
167,Put Client Audit,PUT ClientAudit - with valid layout id parameter,/g/api/v2/ClientAudit,PUT,200,2023-03-15 16:16:34,39,42,91,67,PASS
168,Get Brand,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:16:34,45,48,83,586,PASS
169,Get Brand,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:16:34,140,143,697,1609,PASS
170,Get Brand,Get brand information - with valid subdomain parameter,/g/brand,GET,200,2023-03-15 16:16:34,78,83,0,232,PASS
171,Get Brand,Try to get brand information - without subdomain parameter,/g/brand,GET,400,2023-03-15 16:16:34,44,47,0,43,PASS
172,Get Brand,Try to get brand information - with an unexpected argument,/g/brand,GET,400,2023-03-15 16:16:34,48,51,0,30,PASS
173,Get List Of Devices,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:16:34,58,61,83,586,PASS
174,Get List Of Devices,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:16:34,165,168,697,1609,PASS
175,Get List Of Devices,Get List of Bridges - using /g/list/devices,/g/list/devices,GET,200,2023-03-15 16:16:35,100,109,0,310,PASS
176,Get List Of Devices,Get List of Bridges - using g/device/list,/g/device/list,GET,200,2023-03-15 16:16:35,111,113,0,310,PASS
177,Get List Of Devices,Get List of Bridges - using g/web/list/devices,/g/web/list/devices,GET,200,2023-03-15 16:16:35,100,106,0,309,PASS
178,Get List Of Devices,Get List of Cameras - using /g/list/devices,/g/list/devices,GET,200,2023-03-15 16:16:35,319,323,0,1172,PASS
179,Get List Of Devices,Get List of Cameras - using g/device/list,/g/device/list,GET,200,2023-03-15 16:16:35,357,361,0,1172,PASS
180,Get List Of Devices,Get List of Cameras - using g/web/list/devices,/g/web/list/devices,GET,200,2023-03-15 16:16:36,367,372,0,1172,PASS
181,Get List Of Devices,Suite Teardown,/g/aaa/logout,POST,204,2023-03-15 16:16:36,119,122,2,0,PASS
182,Add Bridges,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:16:36,46,49,83,589,PASS
183,Add Bridges,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:16:36,104,107,697,1609,PASS
184,Add Bridges,Add a Bridge Correctly,/g/list/devices,GET,200,2023-03-15 16:16:37,2741,2744,0,310,PASS
185,Add Bridges,Add a Bridge Correctly,/g/device,PUT,200,2023-03-15 16:16:39,3271,3274,67,24,PASS
186,Add Bridges,Add a Bridge Correctly,/g/list/devices,GET,200,2023-03-15 16:16:43,924,928,0,385,PASS
187,Add Bridges,Add a Bridge Correctly,/g/list/devices,GET,200,2023-03-15 16:16:43,756,759,0,385,PASS
188,Add Bridges,Add a Bridge Correctly,/g/device,DELETE,200,2023-03-15 16:16:44,677,680,0,5,PASS
189,Add Bridges,Add a Bridge Correctly,/g/list/devices,GET,200,2023-03-15 16:16:45,101,104,0,310,PASS
190,Add Bridges,Try to add an already added bridge,/g/list/devices,GET,200,2023-03-15 16:16:45,105,108,0,310,PASS
191,Add Bridges,Try to add an already added bridge,/g/device,PUT,200,2023-03-15 16:16:45,2533,2536,67,24,PASS
192,Add Bridges,Try to add an already added bridge,/g/device,PUT,409,2023-03-15 16:16:48,320,323,67,18,PASS
193,Add Bridges,Try to add an already added bridge,/g/list/devices,GET,200,2023-03-15 16:16:48,354,357,0,384,PASS
194,Add Bridges,Try to add an already added bridge,/g/device,DELETE,200,2023-03-15 16:16:48,1651,1654,0,5,PASS
195,Add Bridges,Try to add an already added bridge,/g/list/devices,GET,200,2023-03-15 16:16:50,242,245,0,310,PASS
196,Add Bridges,Try to Add a Bridge with invalid GUID,/g/device,PUT,404,2023-03-15 16:16:50,256,259,68,9,PASS
197,Add Bridges,Try to Add a Bridge with invalid GUID,/g/list/devices,GET,200,2023-03-15 16:16:51,93,96,0,310,PASS
198,Add Cameras,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:16:51,53,55,83,585,PASS
199,Add Cameras,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:16:51,100,112,697,1609,PASS
200,Add Cameras,Add A Camera Correctly,/g/list/devices,GET,200,2023-03-15 16:16:51,253,257,0,1172,PASS
201,Add Cameras,Add A Camera Correctly,/g/device,PUT,200,2023-03-15 16:16:51,1190,1195,118,24,PASS
202,Add Cameras,Add A Camera Correctly,/g/list/devices,GET,200,2023-03-15 16:16:53,117,119,0,408,PASS
203,Add Cameras,Add A Camera Correctly,/g/list/devices,GET,200,2023-03-15 16:16:53,285,289,0,1179,PASS
204,Add Cameras,Add A Camera Correctly,/g/device,DELETE,200,2023-03-15 16:16:53,2583,2586,0,5,PASS
205,Add Cameras,Add A Camera Correctly,/g/list/devices,GET,200,2023-03-15 16:16:56,539,544,0,990,PASS
206,Add Cameras,Try to add an already added camera,/g/list/devices,GET,200,2023-03-15 16:16:56,844,848,0,1172,PASS
207,Add Cameras,Try to add an already added camera,/g/device,PUT,200,2023-03-15 16:16:57,1116,1121,118,24,PASS
208,Add Cameras,Try to add an already added camera,/g/device,PUT,409,2023-03-15 16:16:58,97,100,116,152,PASS
209,Add Cameras,Try to add an already added camera,/g/list/devices,GET,200,2023-03-15 16:16:58,570,574,0,1179,PASS
210,Add Cameras,Try to add an already added camera,/g/device,DELETE,200,2023-03-15 16:16:59,2217,2220,0,5,PASS
211,Add Cameras,Try to add an already added camera,/g/list/devices,GET,200,2023-03-15 16:17:01,316,320,0,990,PASS
212,Add Cameras,Try to add a Camera - with an invalid GUID,/g/device,PUT,404,2023-03-15 16:17:02,100,103,114,115,PASS
213,Get Cameras Rtsp Urls,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:17:02,50,55,83,585,PASS
214,Get Cameras Rtsp Urls,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:17:02,122,126,697,1609,PASS
215,Get Cameras Rtsp Urls,Get Camera's RTSP URLs,/g/device/rtsp,GET,200,2023-03-15 16:17:02,521,523,0,171,PASS
216,Get Cameras Rtsp Urls,Try to Get Camera's RTSP URLs with an unexpected argument,/g/device/rtsp,GET,400,2023-03-15 16:17:03,40,42,0,28,PASS
217,Get Cameras Rtsp Urls,Try to Get Camera's RTSP URLs without id parameter,/g/device/rtsp,GET,400,2023-03-15 16:17:03,40,43,0,36,PASS
218,Get Cameras Rtsp Urls,Try to Get Camera's RTSP URLs with id as account_id,/g/list/devices,GET,200,2023-03-15 16:17:03,1709,1712,0,1172,PASS
219,Get Cameras Rtsp Urls,Try to Get Camera's RTSP URLs with id as account_id,/g/device/rtsp,GET,404,2023-03-15 16:17:04,60,68,0,9,PASS
220,Get Cameras Rtsp Urls,Suite Teardown,/g/aaa/logout,POST,204,2023-03-15 16:17:04,3320,3331,2,0,FAIL
221,Delete Bridges,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:17:08,50,58,83,589,FAIL
222,Delete Bridges,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:17:08,110,113,697,1609,FAIL
223,Delete Bridges,Delete Bridge Correctly,/g/list/devices,GET,200,2023-03-15 16:17:08,121,124,0,310,FAIL
224,Delete Bridges,Delete Bridge Correctly,/g/list/devices,PUT,200,2023-03-15 16:17:08,121,315,0,310,FAIL
225,Delete Bridges,Delete Bridge Correctly,/g/list/devices,GET,200,2023-03-15 16:17:09,245,249,0,310,FAIL
226,Delete Cameras,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:17:09,57,61,83,586,PASS
227,Delete Cameras,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:17:09,120,131,697,1609,PASS
228,Delete Cameras,Delete Camera Correctly,/g/list/devices,GET,200,2023-03-15 16:17:09,331,335,0,1172,PASS
229,Delete Cameras,Delete Camera Correctly,/g/device,PUT,200,2023-03-15 16:17:10,1923,1927,118,24,PASS
230,Delete Cameras,Delete Camera Correctly,/g/device,DELETE,200,2023-03-15 16:17:11,2101,2105,0,5,PASS
231,Delete Cameras,Delete Camera Correctly,/g/list/devices,GET,200,2023-03-15 16:17:14,783,788,0,990,PASS
232,Delete Cameras,Delete Camera Correctly,/g/list/devices,GET,200,2023-03-15 16:17:14,584,589,0,1172,PASS
233,Get Device,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:17:15,70,72,83,589,PASS
234,Get Device,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:17:15,112,114,697,1609,PASS
235,Get Device,Get Camera,/g/device,GET,200,2023-03-15 16:17:16,660,668,0,8893,PASS
236,Get Device,Get Bridge,/g/device,GET,200,2023-03-15 16:17:16,380,393,0,4871,PASS
237,Get Device,Try to get device without id parameter,/g/device,GET,400,2023-03-15 16:17:17,86,89,0,36,PASS
238,Get Device,Try to get device with invalid id (7 numbers intead of 8),/g/device,GET,404,2023-03-15 16:17:17,84,86,0,9,PASS
239,Get Device,Try to get device with an unexpected argument,/g/device,GET,400,2023-03-15 16:17:17,50,53,0,36,PASS
240,Get Device,Suite Teardown,/g/aaa/logout,POST,204,2023-03-15 16:17:17,60,69,2,0,PASS
241,Cameratunnel,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:17:17,46,49,83,587,PASS
242,Cameratunnel,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:17:17,125,129,697,1608,PASS
243,Cameratunnel,Suite Setup,/g/device,GET,200,2023-03-15 16:17:18,160,176,0,8885,PASS
244,Cameratunnel,Start camera tunnel,/g/cameratunnel,PUT,200,2023-03-15 16:17:18,3138,3141,73,81,PASS
245,Cameratunnel,Open camera tunnel,/g/cameratunnel,PUT,200,2023-03-15 16:17:21,189,193,73,81,PASS
246,Cameratunnel,Open camera tunnel,/asppage/common/login.asp,GET,200,2023-03-15 16:17:21,46,115,0,0,PASS
247,Cameratunnel,Stop camera tunnel,/g/cameratunnel,PUT,200,2023-03-15 16:17:21,325,328,73,81,PASS
248,Cameratunnel,Stop camera tunnel,/asppage/common/login.asp,GET,200,2023-03-15 16:17:22,45,110,0,0,PASS
249,Cameratunnel,Stop camera tunnel,/g/cameratunnel,DELETE,200,2023-03-15 16:17:22,815,818,0,52,PASS
250,Cameratunnel,Try to open camera tunnel after stop,/g/cameratunnel,PUT,200,2023-03-15 16:17:23,3212,3215,73,81,PASS
251,Cameratunnel,Try to open camera tunnel after stop,/g/cameratunnel,DELETE,200,2023-03-15 16:17:26,574,576,0,52,PASS
252,Cameratunnel,Try to open camera tunnel after stop,/g/cameratunnel,GET,200,2023-03-15 16:17:26,574,22656,0,52,PASS
253,Get Preview Images,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:17:49,49,51,83,587,PASS
254,Get Preview Images,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:17:49,655,658,697,1609,PASS
255,Get Preview Images,Suite Setup,/asset/list/image,GET,200,2023-03-15 16:17:50,51,55,0,512,PASS
256,Get Preview Images,Get Image At Specified Timestamp,/asset/asset/image.jpeg,GET,200,2023-03-15 16:17:50,3672,3756,0,6218,PASS
257,Get Preview Images,Get Prev Preview Image,/asset/prev/image.jpeg,GET,200,2023-03-15 16:17:54,186,268,0,6218,PASS
258,Get Preview Images,Get Next Preview Image,/asset/next/image.jpeg,GET,200,2023-03-15 16:17:54,2278,2358,0,6213,PASS
259,Get Preview Images,Get Preview Image After Timestamp,/asset/after/image.jpeg,GET,200,2023-03-15 16:17:56,40,125,0,6213,PASS
260,Get A Layout,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:17:57,52,55,83,589,PASS
261,Get A Layout,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:17:57,128,131,697,1609,PASS
262,Get A Layout,Get layout - with valid id parameter,/g/layout/list,GET,200,2023-03-15 16:17:57,603,606,0,161,PASS
263,Get A Layout,Get layout - with valid id parameter,/g/layout,GET,200,2023-03-15 16:17:58,80,91,0,343,PASS
264,Get A Layout,Try to get layout - without id parameter,/g/layout,GET,400,2023-03-15 16:17:58,51,54,0,36,PASS
265,Get A Layout,Try to get a layout - with an unexpected argument,/g/layout,GET,400,2023-03-15 16:17:58,100,109,0,35,PASS
266,Get List Of Layouts,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:17:58,52,55,83,586,PASS
267,Get List Of Layouts,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:17:58,114,117,697,1608,PASS
268,Get List Of Layouts,Get List of Layouts - using /g/layout/list,/g/layout/list,GET,200,2023-03-15 16:17:58,50,53,0,161,PASS
269,Get List Of Layouts,Get List of Layouts - using /g/list/layouts,/g/list/layouts,GET,200,2023-03-15 16:17:58,42,45,0,161,PASS
270,Add Layouts,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:17:58,52,54,83,588,PASS
271,Add Layouts,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:17:58,763,766,697,1609,PASS
272,Add Layouts,Create a Layout Correctly using required params only,/g/layout,PUT,200,2023-03-15 16:17:59,85,88,107,52,PASS
273,Add Layouts,Create a Layout Correctly using required params only,/g/layout/list,GET,200,2023-03-15 16:17:59,50,53,0,181,PASS
274,Add Layouts,Try to Create a Layout - without config parameter,/g/layout,PUT,400,2023-03-15 16:17:59,68,72,52,80,PASS
275,Add Layouts,Try to Create a Layout - without config parameter,/g/layout/list,GET,200,2023-03-15 16:17:59,90,101,0,181,PASS
276,Add Layouts,Try to Create a Layout - without types parameter,/g/layout,PUT,400,2023-03-15 16:18:00,107,110,81,39,PASS
277,Add Layouts,Try to Create a Layout - without types parameter,/g/layout/list,GET,200,2023-03-15 16:18:00,30,40,0,181,PASS
278,Add Layouts,Add a Layout Correctly - add camera to layout,/g/list/devices,GET,200,2023-03-15 16:18:00,254,259,0,1215,PASS
279,Add Layouts,Add a Layout Correctly - add camera to layout,/g/layout,PUT,200,2023-03-15 16:18:00,95,98,215,52,PASS
280,Add Layouts,Add a Layout Correctly - add camera to layout,/g/layout,GET,200,2023-03-15 16:18:00,44,48,0,374,PASS
281,Add Layouts,Add a Layout Correctly - add camera to layout with camera name displayed,/g/list/devices,GET,200,2023-03-15 16:18:00,364,369,0,1215,PASS
282,Add Layouts,Add a Layout Correctly - add camera to layout with camera name displayed,/g/layout,PUT,200,2023-03-15 16:18:01,89,92,214,52,PASS
283,Add Layouts,Add a Layout Correctly - add camera to layout with camera name displayed,/g/layout,GET,200,2023-03-15 16:18:01,61,64,0,373,PASS
284,Add Layouts,Add a Layout Correctly - add camera to layout with camera name not displayed,/g/list/devices,GET,200,2023-03-15 16:18:01,672,677,0,1215,PASS
285,Add Layouts,Add a Layout Correctly - add camera to layout with camera name not displayed,/g/layout,PUT,200,2023-03-15 16:18:02,126,130,215,52,PASS
286,Add Layouts,Add a Layout Correctly - add camera to layout with camera name not displayed,/g/layout,GET,200,2023-03-15 16:18:02,72,75,0,372,PASS
287,Add Layouts,Add a Layout Correctly - add camera to layout with camera border,/g/list/devices,GET,200,2023-03-15 16:18:02,364,368,0,1215,PASS
288,Add Layouts,Add a Layout Correctly - add camera to layout with camera border,/g/layout,PUT,200,2023-03-15 16:18:02,80,87,216,52,PASS
289,Add Layouts,Add a Layout Correctly - add camera to layout with camera border,/g/layout,GET,200,2023-03-15 16:18:02,53,56,0,378,PASS
290,Add Layouts,Add a Layout Correctly - add camera to layout without camera border,/g/list/devices,GET,200,2023-03-15 16:18:02,615,618,0,1215,PASS
291,Add Layouts,Add a Layout Correctly - add camera to layout without camera border,/g/layout,PUT,200,2023-03-15 16:18:03,132,135,217,52,PASS
292,Add Layouts,Add a Layout Correctly - add camera to layout without camera border,/g/layout,GET,200,2023-03-15 16:18:03,82,85,0,379,PASS
293,Add Layouts,Add a Layout Correctly - add camera to layout aspect ratio 0.5,/g/list/devices,GET,200,2023-03-15 16:18:03,344,347,0,1215,PASS
294,Add Layouts,Add a Layout Correctly - add camera to layout aspect ratio 0.5,/g/layout,PUT,200,2023-03-15 16:18:04,79,83,221,52,PASS
295,Add Layouts,Add a Layout Correctly - add camera to layout aspect ratio 0.5,/g/layout,GET,200,2023-03-15 16:18:04,50,53,0,381,PASS
296,Add Layouts,Add a Layout Correctly - add camera to layout aspect ratio 0.1,/g/list/devices,GET,200,2023-03-15 16:18:04,380,386,0,1215,PASS
297,Add Layouts,Add a Layout Correctly - add camera to layout aspect ratio 0.1,/g/layout,PUT,200,2023-03-15 16:18:04,152,155,221,52,PASS
298,Add Layouts,Add a Layout Correctly - add camera to layout aspect ratio 0.1,/g/layout,GET,200,2023-03-15 16:18:04,194,197,0,380,PASS
299,Add Layouts,Add a Layout Correctly - add camera to layout aspect ratio 0,/g/list/devices,GET,200,2023-03-15 16:18:05,658,661,0,1215,PASS
300,Add Layouts,Add a Layout Correctly - add camera to layout aspect ratio 0,/g/layout,PUT,200,2023-03-15 16:18:05,1358,1361,219,52,PASS
301,Add Layouts,Add a Layout Correctly - add camera to layout aspect ratio 0,/g/layout,GET,200,2023-03-15 16:18:07,98,101,0,377,PASS
302,Add Layouts,Add a Layout Correctly - add camera to layout aspect ratio 1,/g/list/devices,GET,200,2023-03-15 16:18:07,1341,1345,0,1215,PASS
303,Add Layouts,Add a Layout Correctly - add camera to layout aspect ratio 1,/g/layout,PUT,200,2023-03-15 16:18:08,180,190,219,52,PASS
304,Add Layouts,Add a Layout Correctly - add camera to layout aspect ratio 1,/g/layout,GET,200,2023-03-15 16:18:08,81,84,0,378,PASS
305,Add Layouts,Try to add a Layout with camera layout aspect ratio -1,/g/list/devices,GET,200,2023-03-15 16:18:08,524,528,0,1215,PASS
306,Add Layouts,Try to add a Layout with camera layout aspect ratio -1,/g/layout,PUT,400,2023-03-15 16:18:09,63,66,220,114,PASS
307,Add Layouts,Try to add a Layout with camera layout aspect ratio -1,/g/layout/list,GET,200,2023-03-15 16:18:09,1177,1180,0,488,PASS
308,Add Layouts,Suite Teardown,/g/layout/list,GET,200,2023-03-15 16:18:10,55,58,0,488,PASS
309,Add Layouts,Suite Teardown,/g/layout,DELETE,200,2023-03-15 16:18:10,96,99,0,4,PASS
310,Add Layouts,Suite Teardown,/g/layout,DELETE,200,2023-03-15 16:18:10,351,354,0,4,PASS
311,Add Layouts,Suite Teardown,/g/layout,DELETE,200,2023-03-15 16:18:11,80,82,0,4,PASS
312,Add Layouts,Suite Teardown,/g/layout,DELETE,200,2023-03-15 16:18:11,223,226,0,4,PASS
313,Add Layouts,Suite Teardown,/g/layout,DELETE,200,2023-03-15 16:18:11,75,79,0,4,PASS
314,Add Layouts,Suite Teardown,/g/layout,DELETE,200,2023-03-15 16:18:11,554,557,0,4,PASS
315,Add Layouts,Suite Teardown,/g/layout,DELETE,200,2023-03-15 16:18:12,82,86,0,4,PASS
316,Add Layouts,Suite Teardown,/g/layout,DELETE,200,2023-03-15 16:18:12,137,140,0,4,PASS
317,Add Layouts,Suite Teardown,/g/layout,DELETE,200,2023-03-15 16:18:12,323,326,0,4,PASS
318,Add Layouts,Suite Teardown,/g/layout,DELETE,200,2023-03-15 16:18:12,64,67,0,4,PASS
319,Update Layout,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:18:13,50,61,83,584,PASS
320,Update Layout,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:18:13,123,126,697,1609,PASS
321,Update Layout,Suite Setup,/g/layout,PUT,200,2023-03-15 16:18:13,0,90,101,52,PASS
322,Update Layout,Update a Layout Correctly - no change,/g/layout,POST,200,2023-03-15 16:18:13,0,122,147,52,PASS
323,Update Layout,Update a Layout Correctly - no change,/g/layout/list,GET,200,2023-03-15 16:18:13,42,46,0,180,PASS
324,Update Layout,Update a Layout Correctly - update name,/g/layout,POST,200,2023-03-15 16:18:13,91,93,147,52,PASS
325,Update Layout,Update a Layout Correctly - update name,/g/layout/list,GET,200,2023-03-15 16:18:13,71,74,0,182,PASS
326,Update Layout,Update a Layout Correctly - add camera to layout,/g/list/devices,GET,200,2023-03-15 16:18:13,705,708,0,1215,PASS
327,Update Layout,Update a Layout Correctly - add camera to layout,/g/layout,POST,200,2023-03-15 16:18:14,87,91,172,52,PASS
328,Update Layout,Update a Layout Correctly - add camera to layout,/g/layout,GET,200,2023-03-15 16:18:14,72,75,0,355,PASS
329,Update Layout,Update a Layout Correctly - add already added camera to layout,/g/list/devices,GET,200,2023-03-15 16:18:14,897,900,0,1215,PASS
330,Update Layout,Update a Layout Correctly - add already added camera to layout,/g/layout,POST,200,2023-03-15 16:18:15,116,118,172,52,PASS
331,Update Layout,Update a Layout Correctly - add already added camera to layout,/g/layout,GET,200,2023-03-15 16:18:15,320,325,0,355,PASS
332,Update Layout,Try to Update a Layout with shares data,/g/user/list,GET,200,2023-03-15 16:18:16,1034,1036,0,182,PASS
333,Update Layout,Try to Update a Layout with shares data,/g/layout,POST,400,2023-03-15 16:18:17,257,261,181,135,PASS
334,Update Layout,Try to Update a Layout with shares data,/g/layout/list,GET,200,2023-03-15 16:18:17,61,64,0,182,PASS
335,Update Layout,Try to Update a Layout without pane data,/g/layout,POST,400,2023-03-15 16:18:17,125,129,134,98,PASS
336,Update Layout,Try to Update a Layout without pane data,/g/layout/list,GET,200,2023-03-15 16:18:17,75,78,0,182,PASS
337,Update Layout,Suite Teardown,/g/layout/list,GET,200,2023-03-15 16:18:17,160,167,0,182,PASS
338,Update Layout,Suite Teardown,/g/layout,DELETE,200,2023-03-15 16:18:17,183,186,0,4,PASS
339,Delete Layouts,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:18:18,68,71,83,585,PASS
340,Delete Layouts,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:18:18,4102,4106,697,1608,PASS
341,Delete Layouts,Delete layout - with valid id parameter,/g/layout,PUT,200,2023-03-15 16:18:22,90,93,102,52,PASS
342,Delete Layouts,Delete layout - with valid id parameter,/g/layout,DELETE,200,2023-03-15 16:18:22,111,114,0,4,PASS
343,Delete Layouts,Delete layout - with valid id parameter,/g/layout/list,GET,200,2023-03-15 16:18:22,65,67,0,161,PASS
344,Delete Layouts,Try to delete layout - without id parameter,/g/layout,DELETE,400,2023-03-15 16:18:22,207,210,0,36,PASS
345,Delete Layouts,Try to delete a layout - with an unexpected argument,/g/layout,DELETE,400,2023-03-15 16:18:22,60,63,0,27,PASS
346,Delete Layouts,Suite Teardown,/g/layout/list,GET,200,2023-03-15 16:18:23,43,46,0,161,PASS
347,Get List Of Managed Switches,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:18:23,57,60,83,585,PASS
348,Get List Of Managed Switches,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:18:23,328,332,697,1609,PASS
349,Get List Of Managed Switches,Get List Of Managed Switches,/g/managed_switch/list,GET,200,2023-03-15 16:18:23,309,312,0,366,PASS
350,Get List Of Managed Switches,Get List Of Managed Switches - detailed,/g/managed_switch/list,GET,200,2023-03-15 16:18:23,68,71,0,639,PASS
351,Get List Of Managed Switches,Suite Teardown,/g/aaa/logout,POST,204,2023-03-15 16:18:24,72,75,2,0,PASS
352,Get Bandwidth Metrics,Suite Setup,/g/aaa/authenticate,POST,200,2023-03-15 16:18:24,115,118,83,591,PASS
353,Get Bandwidth Metrics,Suite Setup,/g/aaa/authorize,POST,200,2023-03-15 16:18:24,115,119,697,1609,PASS
354,Get Bandwidth Metrics,Get bridge bandwidth - without id param,/g/metric/bridgebandwidth,GET,400,2023-03-15 16:18:24,105,108,0,36,PASS
355,Get Bandwidth Metrics,Get bridge bandwidth - with id param,/g/metric/bridgebandwidth,GET,200,2023-03-15 16:18:24,4589,4596,0,10628,PASS
356,Get Bandwidth Metrics,Get camera bandwidth - without id param,/g/metric/camerabandwidth,GET,400,2023-03-15 16:18:29,40,52,0,36,PASS
357,Get Bandwidth Metrics,Get camera bandwidth - with id param,/g/metric/camerabandwidth,GET,200,2023-03-15 16:18:29,4939,4944,0,8866,PASS
358,Get Bandwidth Metrics,Suite Teardown,/g/aaa/logout,POST,204,2023-03-15 16:18:34,78,81,2,0,PASS
359,Unauthenticated Endpoint Hits,Try to get user with invalid cookie,/g/user,GET,401,2023-03-15 16:18:34,44,46,0,24,PASS
360,Unauthenticated Endpoint Hits,Try to get user with invalid A param,/g/user,GET,401,2023-03-15 16:18:34,34,36,0,24,PASS
361,Unauthenticated Endpoint Hits,Try to change password with invalid cookie,/g/aaa/change_password,POST,401,2023-03-15 16:18:34,36,39,2,24,PASS
362,Unauthenticated Endpoint Hits,Try to change password with invalid A param,/g/aaa/change_password,POST,401,2023-03-15 16:18:34,42,45,24,24,PASS
363,Unauthenticated Endpoint Hits,Try to create layout with invalid cookie,/g/layout,PUT,401,2023-03-15 16:18:34,192,195,2,24,PASS
364,Unauthenticated Endpoint Hits,Try to create layout with invalid A param,/g/layout,PUT,401,2023-03-15 16:18:35,24,27,24,24,PASS
365,Unauthenticated Endpoint Hits,Try to get layout with invalid cookie,/g/layout,GET,401,2023-03-15 16:18:35,27,30,0,24,PASS
366,Unauthenticated Endpoint Hits,Try to get layout with invalid A param,/g/layout,GET,401,2023-03-15 16:18:35,35,38,0,24,PASS
367,Unauthenticated Endpoint Hits,Try to get layout list with invalid cookie - using /g/layout/list,/g/layout/list,GET,401,2023-03-15 16:18:35,24,27,0,24,PASS
368,Unauthenticated Endpoint Hits,Try to get layout list with invalid A param - using /g/layout/list,/g/layout/list,GET,401,2023-03-15 16:18:35,23,26,0,24,PASS
369,Unauthenticated Endpoint Hits,Try to get layout list with invalid cookie - using /g/list/layouts,/g/list/layouts,GET,401,2023-03-15 16:18:35,891,894,0,24,PASS
